quarter,co_name,stock_weight,cat,risk_adj_score,sector,prob,entry_price,entry_date,num_shares,price_data_adequate,tp_price,sl_price,tp_pct,sl_pct,exit_date,exit_price,TP_triggered,SL_triggered,regime_exit,holding_period
202602,Trident,0.04,smallcap,46.00491560250077,Textiles,0.45,26.35333315531413,2026-02-17,1517834,True,27.529447376404928,23.936561859536084,0.0446286704668186,0.09170647528852359,2026-03-04,23.799999237060547,False,True,False,15.0
202602,Equitas Sma. Fin,0.04,smallcap,45.32936413776798,Banks,0.45,68.52333577473958,2026-02-17,583742,True,71.86262789268633,61.6614977031051,0.048732188533906,0.10013870448735547,2026-03-02,58.0,False,True,False,13.0
202602,Bharat Electron,0.04,largecap,44.92558993936467,Aerospace & Defence,0.47,444.18333943684894,2026-02-17,90052,True,460.4734058109046,410.7092396316249,0.03667419492750168,0.07536099811321983,2026-03-04,460.4734058109046,True,False,False,15.0
202602,H P C L,0.04,midcap,44.845129255988475,Refineries,0.48,454.4499918619792,2026-02-17,88018,True,474.4435747195513,413.3656173314804,0.04399512204996221,0.09040461055388578,2026-03-04,413.3656173314804,False,True,False,15.0
202602,Sona BLW Precis.,0.04,midcap,44.358339621163985,Auto Ancillaries,0.45,528.8833211263021,2026-02-17,75631,True,551.2422885992588,482.93836967272637,0.042275803716671126,0.08687162105194027,,,False,False,False,
202602,Karur Vysya Bank,0.04,smallcap,44.31116193899744,Banks,0.47,322.43333943684894,2026-02-17,124056,True,335.9092751527444,294.74193494747846,0.041794486077128545,0.08588257199995306,2026-02-24,335.9092751527444,True,False,False,7.0
202602,Central Bank,0.04,smallcap,44.208232334468235,Banks,0.45,37.929999033610024,2026-02-17,1054574,True,39.488900338756295,34.7266469614497,0.04109942907630761,0.0844543146263149,2026-02-24,39.488900338756295,True,False,False,7.0
202602,Union Bank (I),0.04,midcap,43.99367715017872,Banks,0.48,188.36333211263022,2026-02-17,212355,True,195.6564652215867,173.37683298020136,0.03871843329144133,0.0795616586537544,2026-02-19,195.6564652215867,True,False,False,2.0
202602,ZF Commercial,0.04,smallcap,43.80122965308466,Auto Ancillaries,0.45,15820.333333333334,2026-02-17,2528,True,16542.005421245423,14337.385201465202,0.04561674351017189,0.09373684489590181,2026-03-04,14337.385201465202,False,True,False,15.0
202602,Can Fin Homes,0.04,smallcap,43.70246292994228,Finance,0.45,902.7666625976562,2026-02-17,44308,True,946.2681184269832,813.3764759239783,0.04818682128131994,0.09901804129149286,2026-03-04,805.9500122070312,False,True,False,15.0
202602,RBL Bank,0.04,smallcap,42.82738543898958,Banks,0.46,320.7999979654948,2026-02-17,124688,True,335.1319737875243,291.34953545315363,0.04467573538940935,0.09180318796482306,2026-02-19,335.1319737875243,True,False,False,2.0
202602,Minda Corp,0.04,smallcap,42.79585527204097,Auto Ancillaries,0.46,589.5166625976562,2026-02-17,67852,True,620.1342091990041,526.6013381790328,0.05193669414946502,0.10672357273396185,2026-03-02,525.2000122070312,False,True,False,13.0
202602,Capri Global,0.04,smallcap,42.721182706101615,Finance,0.45,175.57667032877603,2026-02-17,227820,True,184.48853626069567,157.26387265159968,0.050757688451613325,0.10430085980605923,2026-02-27,157.26387265159968,False,True,False,10.0
202602,Bank of Maha,0.04,midcap,42.34548465330791,Banks,0.52,67.26999918619792,2026-02-17,594618,True,70.22578370258485,61.19622246654916,0.043939119252931085,0.09028953163559642,2026-02-23,70.22578370258485,True,False,False,6.0
202602,Akums Drugs,0.04,smallcap,42.08311265292049,Pharmaceuticals,0.46,485.00001017252606,2026-02-17,82474,True,505.63427852868165,442.5991050748162,0.042544882316219924,0.08742454475954932,2026-02-19,505.63427852868165,True,False,False,2.0
