quarter,co_name,stock_weight,cat,risk_adj_score,sector,prob,entry_price,entry_date,num_shares,price_data_adequate,tp_price,sl_price,tp_pct,sl_pct,exit_date,exit_price,TP_triggered,SL_triggered,regime_exit,holding_period
202602,Blue Dart Expres,0.027777777777777776,smallcap,57.35520906891389,Logistics,0.5,5808.333333333333,2026-02-17,4782,True,6891.166666666667,4662.166666666667,0.18642754662840758,0.19733142037302717,,,False,False,False,
202602,IndusInd Bank,0.027777777777777776,largecap,57.18676526691428,Banks,0.52,940.1166788736979,2026-02-17,29547,True,1064.6333821614585,726.4333089192709,0.13244813764706018,0.22729452072952191,,,False,False,False,
202602,Phoenix Mills,0.027777777777777776,midcap,56.86454897882978,Realty,0.51,1770.3333333333333,2026-02-17,15690,True,2181.8000081380205,1395.8000081380208,0.23242327705028468,0.21156090671925015,,,False,False,False,
202602,IRB Infra.Devl.,0.027777777777777776,midcap,56.27427910484072,Infrastructure Developers & Operators,0.52,42.333333333333336,2026-02-17,656167,True,49.63666788736979,34.87666575113932,0.17251971387487686,0.17614175391009484,,,False,False,False,
202602,Sona BLW Precis.,0.027777777777777776,midcap,56.18722925394991,Auto Ancillaries,0.57,528.8833211263021,2026-02-17,52521,True,615.8333333333333,392.3333333333333,0.16440301430164914,0.2581854680200048,,,False,False,False,
202602,FSN E-Commerce,0.027777777777777776,midcap,55.356735410002685,E-Commerce/App based Aggregator,0.55,272.98000081380206,2026-02-17,101757,True,317.87000528971356,210.6699930826823,0.16444429753859766,0.22825850811547552,,,False,False,False,
202602,HDFC AMC,0.027777777777777776,midcap,54.823815347907534,Finance,0.56,2839.4667154947915,2026-02-17,9782,True,3139.466552734375,2258.666748046875,0.10565358473917064,0.2045454395638898,,,False,False,False,
202602,The Ramco Cement,0.027777777777777776,smallcap,54.693949613089536,Cement,0.5,1152.7666829427083,2026-02-17,24096,True,1359.3666585286458,861.3666585286458,0.1792209808306937,0.25278317696534686,,,False,False,False,
202602,Power Fin.Corpn.,0.027777777777777776,largecap,54.3022355917111,Finance,0.52,416.40000406901044,2026-02-17,66709,True,491.1999918619792,290.1999918619792,0.17963493530747435,0.3030739936931316,,,False,False,False,
202602,Bharat Forge,0.027777777777777776,midcap,54.184596721576916,"Castings, Forgings & Fastners",0.51,1750.0,2026-02-17,15873,True,2085.5999755859375,1124.5999755859375,0.1917714146205357,0.35737144252232145,,,False,False,False,
202602,Trident,0.027777777777777776,smallcap,54.18356964014851,Textiles,0.53,26.35333315531413,2026-02-17,1054051,True,33.97333335876465,20.33333396911621,0.289147492597685,0.2284340713456958,,,False,False,False,
202602,JK Tyre & Indust,0.027777777777777776,smallcap,53.87302500972305,Tyres,0.52,574.0,2026-02-17,48393,True,718.0666910807291,370.26664225260413,0.2509872666911657,0.35493616332298933,,,False,False,False,
